sample_index,original_orientation,orientation,time_ms,calibrated_z_g,ideal_z_g,signed_error_g
4909,+Z,+Z,608937,1.007523091,1.0,0.007523091
4910,+Z,+Z,609016,0.998667765,1.0,-0.001332235
4911,+Z,+Z,609097,0.993748140,1.0,-0.006251860
4912,+Z,+Z,609177,1.007523091,1.0,0.007523091
4913,+Z,+Z,609256,1.007523091,1.0,0.007523091
4914,+Z,+Z,609337,0.999651691,1.0,-0.000348309
4915,+Z,+Z,609416,0.999651691,1.0,-0.000348309
4916,+Z,+Z,609496,1.000635616,1.0,0.000635616
4917,+Z,+Z,609577,0.999651691,1.0,-0.000348309
4918,+Z,+Z,609656,0.998667765,1.0,-0.001332235
4919,+Z,+Z,609736,1.004571316,1.0,0.004571316
4920,+Z,+Z,609817,0.999651691,1.0,-0.000348309
4921,+Z,+Z,609896,1.001619541,1.0,0.001619541
4922,+Z,+Z,609977,1.003587391,1.0,0.003587391
4923,+Z,+Z,610056,0.999651691,1.0,-0.000348309
4924,+Z,+Z,610136,0.996699915,1.0,-0.003300085
4925,+Z,+Z,610217,0.996699915,1.0,-0.003300085
4926,+Z,+Z,610296,0.996699915,1.0,-0.003300085
4927,+Z,+Z,610376,0.993748140,1.0,-0.006251860
4928,+Z,+Z,610457,0.999651691,1.0,-0.000348309
4929,+Z,+Z,610536,0.996699915,1.0,-0.003300085
4930,+Z,+Z,610617,0.999651691,1.0,-0.000348309
4931,+Z,+Z,610696,0.999651691,1.0,-0.000348309
4932,+Z,+Z,610776,0.995715990,1.0,-0.004284010
4933,+Z,+Z,610857,0.999651691,1.0,-0.000348309
4934,+Z,+Z,610936,0.999651691,1.0,-0.000348309
4935,+Z,+Z,611016,0.996699915,1.0,-0.003300085
4936,+Z,+Z,611097,1.001619541,1.0,0.001619541
4937,+Z,+Z,611176,0.999651691,1.0,-0.000348309
4938,+Z,+Z,611257,0.999651691,1.0,-0.000348309
4939,+Z,+Z,611336,0.999651691,1.0,-0.000348309
4940,+Z,+Z,611416,1.003587391,1.0,0.003587391
4941,+Z,+Z,611497,0.999651691,1.0,-0.000348309
4942,+Z,+Z,611576,0.996699915,1.0,-0.003300085
4943,+Z,+Z,611656,0.990796364,1.0,-0.009203636
4944,+Z,+Z,611737,0.996699915,1.0,-0.003300085
4945,+Z,+Z,611816,1.000635616,1.0,0.000635616
4946,+Z,+Z,611896,0.996699915,1.0,-0.003300085
4947,+Z,+Z,611977,0.999651691,1.0,-0.000348309
4948,+Z,+Z,612056,0.999651691,1.0,-0.000348309
4949,+Z,+Z,612137,0.996699915,1.0,-0.003300085
4950,+Z,+Z,612216,0.999651691,1.0,-0.000348309
4951,+Z,+Z,612296,0.999651691,1.0,-0.000348309
4952,+Z,+Z,612377,0.999651691,1.0,-0.000348309
4953,+Z,+Z,612456,1.003587391,1.0,0.003587391
4954,+Z,+Z,612536,0.998667765,1.0,-0.001332235
4955,+Z,+Z,612617,0.993748140,1.0,-0.006251860
4956,+Z,+Z,612696,0.999651691,1.0,-0.000348309
4957,+Z,+Z,612777,0.999651691,1.0,-0.000348309
4958,+Z,+Z,612857,0.998667765,1.0,-0.001332235
4959,+Z,+Z,612936,0.998667765,1.0,-0.001332235
4960,+Z,+Z,613017,1.001619541,1.0,0.001619541
4961,+Z,+Z,613096,1.000635616,1.0,0.000635616
4962,+Z,+Z,613176,0.998667765,1.0,-0.001332235
4963,+Z,+Z,613257,0.999651691,1.0,-0.000348309
4964,+Z,+Z,613336,0.999651691,1.0,-0.000348309
4965,+Z,+Z,613416,0.999651691,1.0,-0.000348309
4966,+Z,+Z,613497,1.003587391,1.0,0.003587391
4967,+Z,+Z,613576,1.000635616,1.0,0.000635616
4968,+Z,+Z,613657,0.996699915,1.0,-0.003300085
4969,+Z,+Z,613736,1.000635616,1.0,0.000635616
4970,+Z,+Z,613816,0.998667765,1.0,-0.001332235
4971,+Z,+Z,613897,1.001619541,1.0,0.001619541
4972,+Z,+Z,613976,1.000635616,1.0,0.000635616
4973,+Z,+Z,614056,0.998667765,1.0,-0.001332235
4974,+Z,+Z,614137,0.999651691,1.0,-0.000348309
4975,+Z,+Z,614216,0.998667765,1.0,-0.001332235
4976,+Z,+Z,614297,0.999651691,1.0,-0.000348309
4977,+Z,+Z,614376,0.999651691,1.0,-0.000348309
4978,+Z,+Z,614456,0.999651691,1.0,-0.000348309
4979,+Z,+Z,614537,1.001619541,1.0,0.001619541
4980,+Z,+Z,614616,0.999651691,1.0,-0.000348309
4981,+Z,+Z,614696,1.001619541,1.0,0.001619541
4982,+Z,+Z,614777,1.003587391,1.0,0.003587391
4983,+Z,+Z,614856,1.007523091,1.0,0.007523091
4984,+Z,+Z,614937,0.999651691,1.0,-0.000348309
4985,+Z,+Z,615016,0.999651691,1.0,-0.000348309
4986,+Z,+Z,615096,0.999651691,1.0,-0.000348309
4987,+Z,+Z,615177,0.999651691,1.0,-0.000348309
4988,+Z,+Z,615256,0.999651691,1.0,-0.000348309
4989,+Z,+Z,615336,1.000635616,1.0,0.000635616
4990,+Z,+Z,615417,1.000635616,1.0,0.000635616
4991,+Z,+Z,615496,0.995715990,1.0,-0.004284010
4992,+Z,+Z,615577,0.998667765,1.0,-0.001332235
4993,+Z,+Z,615657,0.999651691,1.0,-0.000348309
4994,+Z,+Z,615736,0.996699915,1.0,-0.003300085
4995,+Z,+Z,615817,0.996699915,1.0,-0.003300085
4996,+Z,+Z,615896,1.003587391,1.0,0.003587391
4997,+Z,+Z,615976,0.992764215,1.0,-0.007235785
4998,+Z,+Z,616057,0.996699915,1.0,-0.003300085
4999,+Z,+Z,616136,1.003587391,1.0,0.003587391
5000,-Z,-Z,666032,-0.986893133,-1.0,0.013106867
5001,-Z,-Z,666111,-0.986893133,-1.0,0.013106867
5002,-Z,-Z,666191,-0.998700235,-1.0,0.001299765
5003,-Z,-Z,666272,-0.998700235,-1.0,0.001299765
5004,-Z,-Z,666352,-0.998700235,-1.0,0.001299765
5005,-Z,-Z,666431,-0.999684160,-1.0,0.000315840
5006,-Z,-Z,666511,-0.998700235,-1.0,0.001299765
5007,-Z,-Z,666592,-0.998700235,-1.0,0.001299765
5008,-Z,-Z,666671,-0.995748460,-1.0,0.004251540
5009,-Z,-Z,666751,-0.997716310,-1.0,0.002283690
5010,-Z,-Z,666832,-1.000668085,-1.0,-0.000668085
5011,-Z,-Z,666911,-0.999684160,-1.0,0.000315840
5012,-Z,-Z,666991,-0.992796684,-1.0,0.007203316
5013,-Z,-Z,667072,-0.999684160,-1.0,0.000315840
5014,-Z,-Z,667152,-0.999684160,-1.0,0.000315840
5015,-Z,-Z,667231,-1.002635935,-1.0,-0.002635935
5016,-Z,-Z,667311,-0.995748460,-1.0,0.004251540
5017,-Z,-Z,667392,-0.998700235,-1.0,0.001299765
5018,-Z,-Z,667471,-0.998700235,-1.0,0.001299765
5019,-Z,-Z,667551,-0.999684160,-1.0,0.000315840
5020,-Z,-Z,667632,-1.003619861,-1.0,-0.003619861
5021,-Z,-Z,667711,-0.999684160,-1.0,0.000315840
5022,-Z,-Z,667791,-0.991812759,-1.0,0.008187241
5023,-Z,-Z,667872,-0.995748460,-1.0,0.004251540
5024,-Z,-Z,667952,-0.995748460,-1.0,0.004251540
5025,-Z,-Z,668031,-1.007555561,-1.0,-0.007555561
5026,-Z,-Z,668111,-1.000668085,-1.0,-0.000668085
5027,-Z,-Z,668192,-1.000668085,-1.0,-0.000668085
5028,-Z,-Z,668271,-0.994764534,-1.0,0.005235466
5029,-Z,-Z,668351,-0.992796684,-1.0,0.007203316
5030,-Z,-Z,668432,-1.006571636,-1.0,-0.006571636
5031,-Z,-Z,668512,-1.002635935,-1.0,-0.002635935
5032,-Z,-Z,668591,-1.007555561,-1.0,-0.007555561
5033,-Z,-Z,668671,-0.997716310,-1.0,0.002283690
5034,-Z,-Z,668752,-1.002635935,-1.0,-0.002635935
5035,-Z,-Z,668831,-1.003619861,-1.0,-0.003619861
5036,-Z,-Z,668911,-1.002635935,-1.0,-0.002635935
5037,-Z,-Z,668992,-0.995748460,-1.0,0.004251540
5038,-Z,-Z,669072,-0.994764534,-1.0,0.005235466
5039,-Z,-Z,669151,-0.995748460,-1.0,0.004251540
5040,-Z,-Z,669231,-0.995748460,-1.0,0.004251540
5041,-Z,-Z,669312,-1.014443037,-1.0,-0.014443037
5042,-Z,-Z,669391,-1.000668085,-1.0,-0.000668085
5043,-Z,-Z,669471,-0.998700235,-1.0,0.001299765
5044,-Z,-Z,669552,-1.002635935,-1.0,-0.002635935
5045,-Z,-Z,669632,-1.002635935,-1.0,-0.002635935
5046,-Z,-Z,669711,-1.005587711,-1.0,-0.005587711
5047,-Z,-Z,669791,-0.997716310,-1.0,0.002283690
5048,-Z,-Z,669872,-1.002635935,-1.0,-0.002635935
5049,-Z,-Z,669951,-0.995748460,-1.0,0.004251540
5050,-Z,-Z,670031,-1.007555561,-1.0,-0.007555561
5051,-Z,-Z,670112,-0.998700235,-1.0,0.001299765
5052,-Z,-Z,670192,-0.995748460,-1.0,0.004251540
5053,-Z,-Z,670271,-0.995748460,-1.0,0.004251540
5054,-Z,-Z,670351,-1.000668085,-1.0,-0.000668085
5055,-Z,-Z,670432,-0.998700235,-1.0,0.001299765
5056,-Z,-Z,670511,-0.999684160,-1.0,0.000315840
5057,-Z,-Z,670591,-1.000668085,-1.0,-0.000668085
5058,-Z,-Z,670672,-1.002635935,-1.0,-0.002635935
5059,-Z,-Z,670752,-0.998700235,-1.0,0.001299765
5060,-Z,-Z,670831,-0.999684160,-1.0,0.000315840
5061,-Z,-Z,670911,-0.998700235,-1.0,0.001299765
5062,-Z,-Z,670992,-1.003619861,-1.0,-0.003619861
5063,-Z,-Z,671071,-1.000668085,-1.0,-0.000668085
5064,-Z,-Z,671151,-0.997716310,-1.0,0.002283690
5065,-Z,-Z,671232,-0.998700235,-1.0,0.001299765
5066,-Z,-Z,671311,-0.998700235,-1.0,0.001299765
5067,-Z,-Z,671391,-1.002635935,-1.0,-0.002635935
5068,-Z,-Z,671472,-0.999684160,-1.0,0.000315840
5069,-Z,-Z,671552,-1.002635935,-1.0,-0.002635935
5070,-Z,-Z,671631,-1.005587711,-1.0,-0.005587711
5071,-Z,-Z,671711,-1.005587711,-1.0,-0.005587711
5072,-Z,-Z,671792,-0.998700235,-1.0,0.001299765
5073,-Z,-Z,671871,-0.999684160,-1.0,0.000315840
5074,-Z,-Z,671951,-0.998700235,-1.0,0.001299765
5075,-Z,-Z,672032,-1.003619861,-1.0,-0.003619861
5076,-Z,-Z,672112,-0.990828834,-1.0,0.009171166
5077,-Z,-Z,672191,-1.002635935,-1.0,-0.002635935
5078,-Z,-Z,672271,-1.000668085,-1.0,-0.000668085
5079,-Z,-Z,672352,-0.998700235,-1.0,0.001299765
5080,-Z,-Z,672431,-0.998700235,-1.0,0.001299765
5081,-Z,-Z,672511,-0.999684160,-1.0,0.000315840
5082,-Z,-Z,672592,-0.999684160,-1.0,0.000315840
5083,-Z,-Z,672672,-0.999684160,-1.0,0.000315840
5084,-Z,-Z,672751,-0.999684160,-1.0,0.000315840
5085,-Z,-Z,672831,-0.998700235,-1.0,0.001299765
5086,-Z,-Z,672912,-1.000668085,-1.0,-0.000668085
5087,-Z,-Z,672991,-1.002635935,-1.0,-0.002635935
5088,-Z,-Z,673071,-1.000668085,-1.0,-0.000668085
5089,-Z,-Z,673152,-0.999684160,-1.0,0.000315840
5090,-Z,-Z,673231,-1.000668085,-1.0,-0.000668085
5091,-Z,-Z,673311,-1.007555561,-1.0,-0.007555561
5092,-Z,-Z,673391,-1.000668085,-1.0,-0.000668085
5093,-Z,-Z,673472,-1.000668085,-1.0,-0.000668085
5094,-Z,-Z,673551,-0.997716310,-1.0,0.002283690
5095,-Z,-Z,673631,-0.998700235,-1.0,0.001299765
5096,-Z,-Z,673712,-0.998700235,-1.0,0.001299765
5097,-Z,-Z,673791,-0.999684160,-1.0,0.000315840
5098,-Z,-Z,673871,-1.000668085,-1.0,-0.000668085
5099,-Z,-Z,673952,-1.002635935,-1.0,-0.002635935
5100,-Z,-Z,674032,-0.998700235,-1.0,0.001299765
5101,-Z,-Z,674111,-0.989844909,-1.0,0.010155091
5102,-Z,-Z,674191,-0.998700235,-1.0,0.001299765
5103,-Z,-Z,674272,-1.002635935,-1.0,-0.002635935
5104,-Z,-Z,674351,-0.998700235,-1.0,0.001299765
5105,-Z,-Z,674431,-0.998700235,-1.0,0.001299765
5106,-Z,-Z,674512,-0.998700235,-1.0,0.001299765
5107,-Z,-Z,674591,-1.002635935,-1.0,-0.002635935
5108,-Z,-Z,674671,-0.998700235,-1.0,0.001299765
5109,-Z,-Z,674752,-0.998700235,-1.0,0.001299765
5110,-Z,-Z,674832,-0.990828834,-1.0,0.009171166
5111,-Z,-Z,674911,-0.998700235,-1.0,0.001299765
5112,-Z,-Z,674991,-0.998700235,-1.0,0.001299765
5113,-Z,-Z,675072,-1.002635935,-1.0,-0.002635935
5114,-Z,-Z,675151,-0.999684160,-1.0,0.000315840
5115,-Z,-Z,675231,-0.998700235,-1.0,0.001299765
5116,-Z,-Z,675312,-0.998700235,-1.0,0.001299765
5117,-Z,-Z,675392,-1.000668085,-1.0,-0.000668085
5118,-Z,-Z,675471,-1.000668085,-1.0,-0.000668085
5119,-Z,-Z,675551,-1.000668085,-1.0,-0.000668085
5120,-Z,-Z,675632,-0.998700235,-1.0,0.001299765
5121,-Z,-Z,675711,-1.007555561,-1.0,-0.007555561
5122,-Z,-Z,675791,-0.990828834,-1.0,0.009171166
5123,-Z,-Z,675872,-0.998700235,-1.0,0.001299765
5124,-Z,-Z,675951,-0.998700235,-1.0,0.001299765
5125,-Z,-Z,676031,-0.998700235,-1.0,0.001299765
5126,-Z,-Z,676111,-0.998700235,-1.0,0.001299765
5127,-Z,-Z,676192,-0.998700235,-1.0,0.001299765
5128,-Z,-Z,676271,-1.000668085,-1.0,-0.000668085
5129,-Z,-Z,676351,-0.998700235,-1.0,0.001299765
5130,-Z,-Z,676432,-0.998700235,-1.0,0.001299765
5131,-Z,-Z,676511,-1.000668085,-1.0,-0.000668085
5132,-Z,-Z,676591,-1.000668085,-1.0,-0.000668085
5133,-Z,-Z,676672,-0.998700235,-1.0,0.001299765
5134,-Z,-Z,676751,-0.999684160,-1.0,0.000315840
5135,-Z,-Z,676831,-0.984925283,-1.0,0.015074717
5136,-Z,-Z,676912,-0.999684160,-1.0,0.000315840
5137,-Z,-Z,676992,-0.994764534,-1.0,0.005235466
5138,-Z,-Z,677071,-1.007555561,-1.0,-0.007555561
5139,-Z,-Z,677151,-1.000668085,-1.0,-0.000668085
5140,-Z,-Z,677232,-1.005587711,-1.0,-0.005587711
5141,-Z,-Z,677311,-1.007555561,-1.0,-0.007555561
5142,-Z,-Z,677391,-0.995748460,-1.0,0.004251540
5143,-Z,-Z,677472,-0.998700235,-1.0,0.001299765
5144,-Z,-Z,677552,-0.998700235,-1.0,0.001299765
5145,-Z,-Z,677631,-0.998700235,-1.0,0.001299765
5146,-Z,-Z,677711,-0.999684160,-1.0,0.000315840
5147,-Z,-Z,677792,-0.998700235,-1.0,0.001299765
5148,-Z,-Z,677871,-0.998700235,-1.0,0.001299765
5149,-Z,-Z,677951,-0.992796684,-1.0,0.007203316
5150,-Z,-Z,678032,-1.002635935,-1.0,-0.002635935
5151,-Z,-Z,678112,-0.998700235,-1.0,0.001299765
5152,-Z,-Z,678191,-0.998700235,-1.0,0.001299765
5153,-Z,-Z,678271,-1.002635935,-1.0,-0.002635935
5154,-Z,-Z,678352,-0.991812759,-1.0,0.008187241
5155,-Z,-Z,678431,-0.997716310,-1.0,0.002283690
5156,-Z,-Z,678511,-0.995748460,-1.0,0.004251540
5157,-Z,-Z,678592,-1.007555561,-1.0,-0.007555561
5158,-Z,-Z,678671,-1.007555561,-1.0,-0.007555561
5159,-Z,-Z,678751,-0.998700235,-1.0,0.001299765
5160,-Z,-Z,678832,-1.003619861,-1.0,-0.003619861
5161,-Z,-Z,678912,-1.007555561,-1.0,-0.007555561
5162,-Z,-Z,678991,-1.000668085,-1.0,-0.000668085
5163,-Z,-Z,679071,-0.999684160,-1.0,0.000315840
5164,-Z,-Z,679152,-0.999684160,-1.0,0.000315840
5165,-Z,-Z,679231,-1.002635935,-1.0,-0.002635935
5166,-Z,-Z,679311,-0.998700235,-1.0,0.001299765
5167,-Z,-Z,679392,-0.998700235,-1.0,0.001299765
5168,-Z,-Z,679472,-0.990828834,-1.0,0.009171166
5169,-Z,-Z,679551,-0.997716310,-1.0,0.002283690
5170,-Z,-Z,679631,-1.000668085,-1.0,-0.000668085
5171,-Z,-Z,679712,-1.000668085,-1.0,-0.000668085
5172,-Z,-Z,679791,-1.005587711,-1.0,-0.005587711
5173,-Z,-Z,679871,-1.000668085,-1.0,-0.000668085
5174,-Z,-Z,679952,-0.998700235,-1.0,0.001299765
5175,-Z,-Z,680032,-0.999684160,-1.0,0.000315840
5176,-Z,-Z,680111,-1.005587711,-1.0,-0.005587711
5177,-Z,-Z,680191,-1.006571636,-1.0,-0.006571636
5178,-Z,-Z,680272,-0.998700235,-1.0,0.001299765
5179,-Z,-Z,680351,-0.995748460,-1.0,0.004251540
5180,-Z,-Z,680431,-0.997716310,-1.0,0.002283690
5181,-Z,-Z,680512,-0.998700235,-1.0,0.001299765
5182,-Z,-Z,680592,-0.998700235,-1.0,0.001299765
5183,-Z,-Z,680671,-1.006571636,-1.0,-0.006571636
5184,-Z,-Z,680752,-1.006571636,-1.0,-0.006571636
5185,-Z,-Z,680832,-0.999684160,-1.0,0.000315840
5186,-Z,-Z,680911,-1.002635935,-1.0,-0.002635935
5187,-Z,-Z,680991,-1.002635935,-1.0,-0.002635935
5188,-Z,-Z,681072,-1.002635935,-1.0,-0.002635935
5189,-Z,-Z,681151,-0.998700235,-1.0,0.001299765
5190,-Z,-Z,681231,-0.986893133,-1.0,0.013106867
5191,-Z,-Z,681312,-0.992796684,-1.0,0.007203316
5192,-Z,-Z,681392,-1.002635935,-1.0,-0.002635935
5193,-Z,-Z,681471,-0.998700235,-1.0,0.001299765
5194,-Z,-Z,681551,-0.998700235,-1.0,0.001299765
5195,-Z,-Z,681632,-0.998700235,-1.0,0.001299765
5196,-Z,-Z,681711,-1.006571636,-1.0,-0.006571636
5197,-Z,-Z,681791,-1.005587711,-1.0,-0.005587711
5198,-Z,-Z,681872,-1.005587711,-1.0,-0.005587711
5199,-Z,-Z,681952,-0.998700235,-1.0,0.001299765
5200,-Z,-Z,682031,-1.006571636,-1.0,-0.006571636
5201,-Z,-Z,682111,-1.005587711,-1.0,-0.005587711
5202,-Z,-Z,682192,-0.997716310,-1.0,0.002283690
5203,-Z,-Z,682271,-0.998700235,-1.0,0.001299765
5204,-Z,-Z,682351,-1.002635935,-1.0,-0.002635935
5205,-Z,-Z,682432,-1.002635935,-1.0,-0.002635935
5206,-Z,-Z,682511,-0.999684160,-1.0,0.000315840
5207,-Z,-Z,682591,-1.002635935,-1.0,-0.002635935
5208,-Z,-Z,682672,-0.997716310,-1.0,0.002283690
5209,-Z,-Z,682752,-0.990828834,-1.0,0.009171166
5210,-Z,-Z,682831,-0.998700235,-1.0,0.001299765
5211,-Z,-Z,682911,-0.998700235,-1.0,0.001299765
5212,-Z,-Z,682992,-0.998700235,-1.0,0.001299765
5213,-Z,-Z,683071,-0.995748460,-1.0,0.004251540
5214,-Z,-Z,683151,-1.006571636,-1.0,-0.006571636
5215,-Z,-Z,683232,-0.995748460,-1.0,0.004251540
5216,-Z,-Z,683312,-0.998700235,-1.0,0.001299765
5217,-Z,-Z,683391,-1.002635935,-1.0,-0.002635935
5218,-Z,-Z,683472,-1.000668085,-1.0,-0.000668085
5219,-Z,-Z,683552,-0.995748460,-1.0,0.004251540
5220,-Z,-Z,683631,-1.002635935,-1.0,-0.002635935
5221,-Z,-Z,683711,-1.007555561,-1.0,-0.007555561
5222,-Z,-Z,683792,-0.995748460,-1.0,0.004251540
5223,-Z,-Z,683871,-0.999684160,-1.0,0.000315840
5224,-Z,-Z,683951,-0.999684160,-1.0,0.000315840
5225,-Z,-Z,684032,-1.002635935,-1.0,-0.002635935
5226,-Z,-Z,684112,-1.007555561,-1.0,-0.007555561
5227,-Z,-Z,684191,-0.998700235,-1.0,0.001299765
5228,-Z,-Z,684271,-1.002635935,-1.0,-0.002635935
5229,-Z,-Z,684352,-1.002635935,-1.0,-0.002635935
5230,-Z,-Z,684431,-1.003619861,-1.0,-0.003619861
5231,-Z,-Z,684511,-1.000668085,-1.0,-0.000668085
5232,-Z,-Z,684592,-1.002635935,-1.0,-0.002635935
5233,-Z,-Z,684672,-1.000668085,-1.0,-0.000668085
5234,-Z,-Z,684751,-1.000668085,-1.0,-0.000668085
5235,-Z,-Z,684831,-1.000668085,-1.0,-0.000668085
5236,-Z,-Z,684912,-1.006571636,-1.0,-0.006571636
5237,-Z,-Z,684991,-1.006571636,-1.0,-0.006571636
5238,-Z,-Z,685071,-1.000668085,-1.0,-0.000668085
5239,-Z,-Z,685152,-0.995748460,-1.0,0.004251540
5240,-Z,-Z,685232,-1.002635935,-1.0,-0.002635935
5241,-Z,-Z,685311,-1.002635935,-1.0,-0.002635935
5242,-Z,-Z,685391,-1.000668085,-1.0,-0.000668085
5243,-Z,-Z,685472,-0.999684160,-1.0,0.000315840
5244,-Z,-Z,685551,-1.007555561,-1.0,-0.007555561
5245,-Z,-Z,685631,-0.994764534,-1.0,0.005235466
5246,-Z,-Z,685712,-0.998700235,-1.0,0.001299765
5247,-Z,-Z,685792,-1.006571636,-1.0,-0.006571636
5248,-Z,-Z,685871,-0.998700235,-1.0,0.001299765
5249,-Z,-Z,685951,-1.002635935,-1.0,-0.002635935
5250,-Z,-Z,686032,-1.002635935,-1.0,-0.002635935
5251,-Z,-Z,686111,-0.997716310,-1.0,0.002283690
5252,-Z,-Z,686191,-0.999684160,-1.0,0.000315840
5253,-Z,-Z,686272,-1.007555561,-1.0,-0.007555561
5254,-Z,-Z,686351,-1.005587711,-1.0,-0.005587711
5255,-Z,-Z,686431,-1.002635935,-1.0,-0.002635935
5256,-Z,-Z,686511,-1.003619861,-1.0,-0.003619861
5257,-Z,-Z,686592,-1.005587711,-1.0,-0.005587711
5258,-Z,-Z,686671,-1.006571636,-1.0,-0.006571636
5259,-Z,-Z,686751,-0.998700235,-1.0,0.001299765
5260,-Z,-Z,686832,-0.995748460,-1.0,0.004251540
5261,-Z,-Z,686911,-1.002635935,-1.0,-0.002635935
5262,-Z,-Z,686991,-1.002635935,-1.0,-0.002635935
5263,-Z,-Z,687072,-1.002635935,-1.0,-0.002635935
5264,-Z,-Z,687152,-1.006571636,-1.0,-0.006571636
5265,-Z,-Z,687231,-1.002635935,-1.0,-0.002635935
5266,-Z,-Z,687311,-1.000668085,-1.0,-0.000668085
5267,-Z,-Z,687392,-0.998700235,-1.0,0.001299765
5268,-Z,-Z,687471,-0.995748460,-1.0,0.004251540
5269,-Z,-Z,687551,-1.006571636,-1.0,-0.006571636
5270,-Z,-Z,687632,-1.003619861,-1.0,-0.003619861
5271,-Z,-Z,687712,-1.007555561,-1.0,-0.007555561
5272,-Z,-Z,687791,-1.002635935,-1.0,-0.002635935
5273,-Z,-Z,687871,-0.992796684,-1.0,0.007203316
5274,-Z,-Z,687952,-0.999684160,-1.0,0.000315840
5275,-Z,-Z,688031,-1.007555561,-1.0,-0.007555561
5276,-Z,-Z,688111,-1.007555561,-1.0,-0.007555561
5277,-Z,-Z,688192,-0.995748460,-1.0,0.004251540
5278,-Z,-Z,688272,-0.998700235,-1.0,0.001299765
5279,-Z,-Z,688351,-1.002635935,-1.0,-0.002635935
5280,-Z,-Z,688431,-0.990828834,-1.0,0.009171166
5281,-Z,-Z,688512,-0.998700235,-1.0,0.001299765
5282,-Z,-Z,688591,-0.998700235,-1.0,0.001299765
5283,-Z,-Z,688671,-1.003619861,-1.0,-0.003619861
5284,-Z,-Z,688752,-0.998700235,-1.0,0.001299765
5285,-Z,-Z,688831,-0.995748460,-1.0,0.004251540
5286,-Z,-Z,688911,-0.995748460,-1.0,0.004251540
5287,-Z,-Z,688992,-1.007555561,-1.0,-0.007555561
5288,-Z,-Z,689072,-0.999684160,-1.0,0.000315840
5289,-Z,-Z,689151,-0.999684160,-1.0,0.000315840
5290,-Z,-Z,689231,-0.999684160,-1.0,0.000315840
5291,-Z,-Z,689312,-1.000668085,-1.0,-0.000668085
5292,-Z,-Z,689391,-1.000668085,-1.0,-0.000668085
5293,-Z,-Z,689471,-0.998700235,-1.0,0.001299765
5294,-Z,-Z,689552,-0.997716310,-1.0,0.002283690
5295,-Z,-Z,689632,-0.998700235,-1.0,0.001299765
5296,-Z,-Z,689711,-0.995748460,-1.0,0.004251540
5297,-Z,-Z,689791,-0.998700235,-1.0,0.001299765
5298,-Z,-Z,689872,-1.002635935,-1.0,-0.002635935
5299,-Z,-Z,689951,-0.999684160,-1.0,0.000315840
5300,-Z,-Z,690031,-0.998700235,-1.0,0.001299765
5301,-Z,-Z,690112,-0.997716310,-1.0,0.002283690
5302,-Z,-Z,690192,-0.997716310,-1.0,0.002283690
5303,-Z,-Z,690271,-0.992796684,-1.0,0.007203316
5304,-Z,-Z,690351,-0.995748460,-1.0,0.004251540
5305,-Z,-Z,690432,-1.002635935,-1.0,-0.002635935
5306,-Z,-Z,690511,-0.995748460,-1.0,0.004251540
5307,-Z,-Z,690591,-0.998700235,-1.0,0.001299765
5308,-Z,-Z,690672,-0.999684160,-1.0,0.000315840
5309,-Z,-Z,690751,-1.002635935,-1.0,-0.002635935
5310,-Z,-Z,690831,-0.994764534,-1.0,0.005235466
5311,-Z,-Z,690912,-0.995748460,-1.0,0.004251540
5312,-Z,-Z,690992,-1.005587711,-1.0,-0.005587711
5313,-Z,-Z,691071,-1.007555561,-1.0,-0.007555561
5314,-Z,-Z,691151,-0.999684160,-1.0,0.000315840
5315,-Z,-Z,691232,-0.999684160,-1.0,0.000315840
5316,-Z,-Z,691311,-1.002635935,-1.0,-0.002635935
5317,-Z,-Z,691391,-1.005587711,-1.0,-0.005587711
5318,-Z,-Z,691472,-0.999684160,-1.0,0.000315840
5319,-Z,-Z,691552,-0.998700235,-1.0,0.001299765
5320,-Z,-Z,691631,-1.000668085,-1.0,-0.000668085
5321,-Z,-Z,691711,-1.010507336,-1.0,-0.010507336
5322,-Z,-Z,691792,-0.998700235,-1.0,0.001299765
5323,-Z,-Z,691871,-0.999684160,-1.0,0.000315840
5324,-Z,-Z,691951,-1.000668085,-1.0,-0.000668085
5325,-Z,-Z,692032,-1.002635935,-1.0,-0.002635935
5326,-Z,-Z,692112,-1.000668085,-1.0,-0.000668085
5327,-Z,-Z,692191,-1.005587711,-1.0,-0.005587711
5328,-Z,-Z,692271,-1.005587711,-1.0,-0.005587711
5329,-Z,-Z,692352,-0.998700235,-1.0,0.001299765
5330,-Z,-Z,692431,-1.003619861,-1.0,-0.003619861
5331,-Z,-Z,692511,-0.999684160,-1.0,0.000315840
5332,-Z,-Z,692592,-0.995748460,-1.0,0.004251540
5333,-Z,-Z,692671,-0.995748460,-1.0,0.004251540
5334,-Z,-Z,692751,-0.999684160,-1.0,0.000315840
5335,-Z,-Z,692831,-1.002635935,-1.0,-0.002635935
5336,-Z,-Z,692912,-0.999684160,-1.0,0.000315840
5337,-Z,-Z,692991,-0.986893133,-1.0,0.013106867
5338,-Z,-Z,693071,-0.998700235,-1.0,0.001299765
5339,-Z,-Z,693152,-1.002635935,-1.0,-0.002635935
5340,-Z,-Z,693231,-1.000668085,-1.0,-0.000668085
5341,-Z,-Z,693311,-1.000668085,-1.0,-0.000668085
5342,-Z,-Z,693391,-1.002635935,-1.0,-0.002635935
5343,-Z,-Z,693472,-0.999684160,-1.0,0.000315840
