sample_index,original_orientation,orientation,time_ms,uncalibrated_y_g,ideal_y_g,signed_error_g
5057,-Z,-Z,670591,-0.053000000,0.0,-0.053000000
5058,-Z,-Z,670672,-0.056000000,0.0,-0.056000000
5059,-Z,-Z,670752,-0.053000000,0.0,-0.053000000
5060,-Z,-Z,670831,-0.055000000,0.0,-0.055000000
5061,-Z,-Z,670911,-0.055000000,0.0,-0.055000000
5062,-Z,-Z,670992,-0.045000000,0.0,-0.045000000
5063,-Z,-Z,671071,-0.057000000,0.0,-0.057000000
5064,-Z,-Z,671151,-0.057000000,0.0,-0.057000000
5065,-Z,-Z,671232,-0.057000000,0.0,-0.057000000
5066,-Z,-Z,671311,-0.057000000,0.0,-0.057000000
5067,-Z,-Z,671391,-0.055000000,0.0,-0.055000000
5068,-Z,-Z,671472,-0.058000000,0.0,-0.058000000
5069,-Z,-Z,671552,-0.052000000,0.0,-0.052000000
5070,-Z,-Z,671631,-0.057000000,0.0,-0.057000000
5071,-Z,-Z,671711,-0.055000000,0.0,-0.055000000
5072,-Z,-Z,671792,-0.052000000,0.0,-0.052000000
5073,-Z,-Z,671871,-0.052000000,0.0,-0.052000000
5074,-Z,-Z,671951,-0.055000000,0.0,-0.055000000
5075,-Z,-Z,672032,-0.055000000,0.0,-0.055000000
5076,-Z,-Z,672112,-0.057000000,0.0,-0.057000000
5077,-Z,-Z,672191,-0.055000000,0.0,-0.055000000
5078,-Z,-Z,672271,-0.052000000,0.0,-0.052000000
5079,-Z,-Z,672352,-0.049000000,0.0,-0.049000000
5080,-Z,-Z,672431,-0.049000000,0.0,-0.049000000
5081,-Z,-Z,672511,-0.050000000,0.0,-0.050000000
5082,-Z,-Z,672592,-0.056000000,0.0,-0.056000000
5083,-Z,-Z,672672,-0.052000000,0.0,-0.052000000
5084,-Z,-Z,672751,-0.055000000,0.0,-0.055000000
5085,-Z,-Z,672831,-0.050000000,0.0,-0.050000000
5086,-Z,-Z,672912,-0.049000000,0.0,-0.049000000
5087,-Z,-Z,672991,-0.056000000,0.0,-0.056000000
5088,-Z,-Z,673071,-0.049000000,0.0,-0.049000000
5089,-Z,-Z,673152,-0.052000000,0.0,-0.052000000
5090,-Z,-Z,673231,-0.053000000,0.0,-0.053000000
5091,-Z,-Z,673311,-0.052000000,0.0,-0.052000000
5092,-Z,-Z,673391,-0.056000000,0.0,-0.056000000
5093,-Z,-Z,673472,-0.056000000,0.0,-0.056000000
5094,-Z,-Z,673551,-0.058000000,0.0,-0.058000000
5095,-Z,-Z,673631,-0.053000000,0.0,-0.053000000
5096,-Z,-Z,673712,-0.057000000,0.0,-0.057000000
5097,-Z,-Z,673791,-0.055000000,0.0,-0.055000000
5098,-Z,-Z,673871,-0.049000000,0.0,-0.049000000
5099,-Z,-Z,673952,-0.056000000,0.0,-0.056000000
5100,-Z,-Z,674032,-0.053000000,0.0,-0.053000000
5101,-Z,-Z,674111,-0.058000000,0.0,-0.058000000
5102,-Z,-Z,674191,-0.052000000,0.0,-0.052000000
5103,-Z,-Z,674272,-0.052000000,0.0,-0.052000000
5104,-Z,-Z,674351,-0.052000000,0.0,-0.052000000
5105,-Z,-Z,674431,-0.057000000,0.0,-0.057000000
5106,-Z,-Z,674512,-0.057000000,0.0,-0.057000000
5107,-Z,-Z,674591,-0.056000000,0.0,-0.056000000
5108,-Z,-Z,674671,-0.056000000,0.0,-0.056000000
5109,-Z,-Z,674752,-0.052000000,0.0,-0.052000000
5110,-Z,-Z,674832,-0.056000000,0.0,-0.056000000
5111,-Z,-Z,674911,-0.061000000,0.0,-0.061000000
5112,-Z,-Z,674991,-0.057000000,0.0,-0.057000000
5113,-Z,-Z,675072,-0.049000000,0.0,-0.049000000
5114,-Z,-Z,675151,-0.057000000,0.0,-0.057000000
5115,-Z,-Z,675231,-0.053000000,0.0,-0.053000000
5116,-Z,-Z,675312,-0.049000000,0.0,-0.049000000
5117,-Z,-Z,675392,-0.052000000,0.0,-0.052000000
5118,-Z,-Z,675471,-0.055000000,0.0,-0.055000000
5119,-Z,-Z,675551,-0.055000000,0.0,-0.055000000
5120,-Z,-Z,675632,-0.056000000,0.0,-0.056000000
5121,-Z,-Z,675711,-0.057000000,0.0,-0.057000000
5122,-Z,-Z,675791,-0.057000000,0.0,-0.057000000
5123,-Z,-Z,675872,-0.052000000,0.0,-0.052000000
5124,-Z,-Z,675951,-0.055000000,0.0,-0.055000000
5125,-Z,-Z,676031,-0.056000000,0.0,-0.056000000
5126,-Z,-Z,676111,-0.057000000,0.0,-0.057000000
5127,-Z,-Z,676192,-0.053000000,0.0,-0.053000000
5128,-Z,-Z,676271,-0.052000000,0.0,-0.052000000
5129,-Z,-Z,676351,-0.049000000,0.0,-0.049000000
5130,-Z,-Z,676432,-0.045000000,0.0,-0.045000000
5131,-Z,-Z,676511,-0.053000000,0.0,-0.053000000
5132,-Z,-Z,676591,-0.053000000,0.0,-0.053000000
5133,-Z,-Z,676672,-0.055000000,0.0,-0.055000000
5134,-Z,-Z,676751,-0.052000000,0.0,-0.052000000
5135,-Z,-Z,676831,-0.053000000,0.0,-0.053000000
5136,-Z,-Z,676912,-0.050000000,0.0,-0.050000000
5137,-Z,-Z,676992,-0.049000000,0.0,-0.049000000
5138,-Z,-Z,677071,-0.057000000,0.0,-0.057000000
5139,-Z,-Z,677151,-0.056000000,0.0,-0.056000000
5140,-Z,-Z,677232,-0.064000000,0.0,-0.064000000
5141,-Z,-Z,677311,-0.058000000,0.0,-0.058000000
5142,-Z,-Z,677391,-0.052000000,0.0,-0.052000000
5143,-Z,-Z,677472,-0.055000000,0.0,-0.055000000
5144,-Z,-Z,677552,-0.053000000,0.0,-0.053000000
5145,-Z,-Z,677631,-0.053000000,0.0,-0.053000000
5146,-Z,-Z,677711,-0.059000000,0.0,-0.059000000
5147,-Z,-Z,677792,-0.052000000,0.0,-0.052000000
5148,-Z,-Z,677871,-0.057000000,0.0,-0.057000000
5149,-Z,-Z,677951,-0.057000000,0.0,-0.057000000
5150,-Z,-Z,678032,-0.055000000,0.0,-0.055000000
5151,-Z,-Z,678112,-0.057000000,0.0,-0.057000000
5152,-Z,-Z,678191,-0.053000000,0.0,-0.053000000
5153,-Z,-Z,678271,-0.056000000,0.0,-0.056000000
5154,-Z,-Z,678352,-0.052000000,0.0,-0.052000000
5155,-Z,-Z,678431,-0.052000000,0.0,-0.052000000
5156,-Z,-Z,678511,-0.055000000,0.0,-0.055000000
5157,-Z,-Z,678592,-0.055000000,0.0,-0.055000000
5158,-Z,-Z,678671,-0.055000000,0.0,-0.055000000
5159,-Z,-Z,678751,-0.055000000,0.0,-0.055000000
5160,-Z,-Z,678832,-0.060000000,0.0,-0.060000000
5161,-Z,-Z,678912,-0.050000000,0.0,-0.050000000
5162,-Z,-Z,678991,-0.057000000,0.0,-0.057000000
5163,-Z,-Z,679071,-0.057000000,0.0,-0.057000000
5164,-Z,-Z,679152,-0.056000000,0.0,-0.056000000
5165,-Z,-Z,679231,-0.056000000,0.0,-0.056000000
5166,-Z,-Z,679311,-0.057000000,0.0,-0.057000000
5167,-Z,-Z,679392,-0.047000000,0.0,-0.047000000
5168,-Z,-Z,679472,-0.057000000,0.0,-0.057000000
5169,-Z,-Z,679551,-0.053000000,0.0,-0.053000000
5170,-Z,-Z,679631,-0.052000000,0.0,-0.052000000
5171,-Z,-Z,679712,-0.052000000,0.0,-0.052000000
5172,-Z,-Z,679791,-0.056000000,0.0,-0.056000000
5173,-Z,-Z,679871,-0.063000000,0.0,-0.063000000
5174,-Z,-Z,679952,-0.050000000,0.0,-0.050000000
5175,-Z,-Z,680032,-0.052000000,0.0,-0.052000000
5176,-Z,-Z,680111,-0.052000000,0.0,-0.052000000
5177,-Z,-Z,680191,-0.050000000,0.0,-0.050000000
5178,-Z,-Z,680272,-0.044000000,0.0,-0.044000000
5179,-Z,-Z,680351,-0.050000000,0.0,-0.050000000
5180,-Z,-Z,680431,-0.052000000,0.0,-0.052000000
5181,-Z,-Z,680512,-0.056000000,0.0,-0.056000000
5182,-Z,-Z,680592,-0.055000000,0.0,-0.055000000
5183,-Z,-Z,680671,-0.056000000,0.0,-0.056000000
5184,-Z,-Z,680752,-0.056000000,0.0,-0.056000000
5185,-Z,-Z,680832,-0.055000000,0.0,-0.055000000
5186,-Z,-Z,680911,-0.056000000,0.0,-0.056000000
5187,-Z,-Z,680991,-0.056000000,0.0,-0.056000000
5188,-Z,-Z,681072,-0.055000000,0.0,-0.055000000
5189,-Z,-Z,681151,-0.052000000,0.0,-0.052000000
5190,-Z,-Z,681231,-0.056000000,0.0,-0.056000000
5191,-Z,-Z,681312,-0.055000000,0.0,-0.055000000
5192,-Z,-Z,681392,-0.052000000,0.0,-0.052000000
5193,-Z,-Z,681471,-0.057000000,0.0,-0.057000000
5194,-Z,-Z,681551,-0.057000000,0.0,-0.057000000
5195,-Z,-Z,681632,-0.057000000,0.0,-0.057000000
5196,-Z,-Z,681711,-0.057000000,0.0,-0.057000000
5197,-Z,-Z,681791,-0.055000000,0.0,-0.055000000
5198,-Z,-Z,681872,-0.055000000,0.0,-0.055000000
5199,-Z,-Z,681952,-0.055000000,0.0,-0.055000000
5200,-Z,-Z,682031,-0.055000000,0.0,-0.055000000
5201,-Z,-Z,682111,-0.056000000,0.0,-0.056000000
5202,-Z,-Z,682192,-0.057000000,0.0,-0.057000000
5203,-Z,-Z,682271,-0.056000000,0.0,-0.056000000
5204,-Z,-Z,682351,-0.058000000,0.0,-0.058000000
5205,-Z,-Z,682432,-0.055000000,0.0,-0.055000000
5206,-Z,-Z,682511,-0.052000000,0.0,-0.052000000
5207,-Z,-Z,682591,-0.055000000,0.0,-0.055000000
5208,-Z,-Z,682672,-0.050000000,0.0,-0.050000000
5209,-Z,-Z,682752,-0.057000000,0.0,-0.057000000
5210,-Z,-Z,682831,-0.053000000,0.0,-0.053000000
5211,-Z,-Z,682911,-0.053000000,0.0,-0.053000000
5212,-Z,-Z,682992,-0.064000000,0.0,-0.064000000
5213,-Z,-Z,683071,-0.055000000,0.0,-0.055000000
5214,-Z,-Z,683151,-0.052000000,0.0,-0.052000000
5215,-Z,-Z,683232,-0.056000000,0.0,-0.056000000
5216,-Z,-Z,683312,-0.050000000,0.0,-0.050000000
5217,-Z,-Z,683391,-0.052000000,0.0,-0.052000000
5218,-Z,-Z,683472,-0.055000000,0.0,-0.055000000
5219,-Z,-Z,683552,-0.057000000,0.0,-0.057000000
5220,-Z,-Z,683631,-0.056000000,0.0,-0.056000000
5221,-Z,-Z,683711,-0.052000000,0.0,-0.052000000
5222,-Z,-Z,683792,-0.056000000,0.0,-0.056000000
5223,-Z,-Z,683871,-0.052000000,0.0,-0.052000000
5224,-Z,-Z,683951,-0.052000000,0.0,-0.052000000
5225,-Z,-Z,684032,-0.049000000,0.0,-0.049000000
5226,-Z,-Z,684112,-0.045000000,0.0,-0.045000000
5227,-Z,-Z,684191,-0.052000000,0.0,-0.052000000
5228,-Z,-Z,684271,-0.050000000,0.0,-0.050000000
5229,-Z,-Z,684352,-0.056000000,0.0,-0.056000000
5230,-Z,-Z,684431,-0.052000000,0.0,-0.052000000
5231,-Z,-Z,684511,-0.052000000,0.0,-0.052000000
5232,-Z,-Z,684592,-0.049000000,0.0,-0.049000000
5233,-Z,-Z,684672,-0.055000000,0.0,-0.055000000
5234,-Z,-Z,684751,-0.052000000,0.0,-0.052000000
5235,-Z,-Z,684831,-0.055000000,0.0,-0.055000000
5236,-Z,-Z,684912,-0.052000000,0.0,-0.052000000
5237,-Z,-Z,684991,-0.052000000,0.0,-0.052000000
5238,-Z,-Z,685071,-0.047000000,0.0,-0.047000000
5239,-Z,-Z,685152,-0.056000000,0.0,-0.056000000
5240,-Z,-Z,685232,-0.055000000,0.0,-0.055000000
5241,-Z,-Z,685311,-0.053000000,0.0,-0.053000000
5242,-Z,-Z,685391,-0.055000000,0.0,-0.055000000
5243,-Z,-Z,685472,-0.057000000,0.0,-0.057000000
5244,-Z,-Z,685551,-0.052000000,0.0,-0.052000000
5245,-Z,-Z,685631,-0.054000000,0.0,-0.054000000
5246,-Z,-Z,685712,-0.057000000,0.0,-0.057000000
5247,-Z,-Z,685792,-0.053000000,0.0,-0.053000000
5248,-Z,-Z,685871,-0.052000000,0.0,-0.052000000
5249,-Z,-Z,685951,-0.049000000,0.0,-0.049000000
5250,-Z,-Z,686032,-0.049000000,0.0,-0.049000000
5251,-Z,-Z,686111,-0.064000000,0.0,-0.064000000
5252,-Z,-Z,686191,-0.049000000,0.0,-0.049000000
5253,-Z,-Z,686272,-0.055000000,0.0,-0.055000000
5254,-Z,-Z,686351,-0.052000000,0.0,-0.052000000
5255,-Z,-Z,686431,-0.050000000,0.0,-0.050000000
5256,-Z,-Z,686511,-0.048000000,0.0,-0.048000000
5257,-Z,-Z,686592,-0.052000000,0.0,-0.052000000
5258,-Z,-Z,686671,-0.057000000,0.0,-0.057000000
5259,-Z,-Z,686751,-0.052000000,0.0,-0.052000000
5260,-Z,-Z,686832,-0.050000000,0.0,-0.050000000
5261,-Z,-Z,686911,-0.057000000,0.0,-0.057000000
5262,-Z,-Z,686991,-0.052000000,0.0,-0.052000000
5263,-Z,-Z,687072,-0.052000000,0.0,-0.052000000
5264,-Z,-Z,687152,-0.057000000,0.0,-0.057000000
5265,-Z,-Z,687231,-0.058000000,0.0,-0.058000000
5266,-Z,-Z,687311,-0.052000000,0.0,-0.052000000
5267,-Z,-Z,687392,-0.057000000,0.0,-0.057000000
5268,-Z,-Z,687471,-0.052000000,0.0,-0.052000000
5269,-Z,-Z,687551,-0.052000000,0.0,-0.052000000
5270,-Z,-Z,687632,-0.055000000,0.0,-0.055000000
5271,-Z,-Z,687712,-0.049000000,0.0,-0.049000000
5272,-Z,-Z,687791,-0.057000000,0.0,-0.057000000
5273,-Z,-Z,687871,-0.050000000,0.0,-0.050000000
5274,-Z,-Z,687952,-0.052000000,0.0,-0.052000000
5275,-Z,-Z,688031,-0.053000000,0.0,-0.053000000
5276,-Z,-Z,688111,-0.053000000,0.0,-0.053000000
5277,-Z,-Z,688192,-0.057000000,0.0,-0.057000000
5278,-Z,-Z,688272,-0.053000000,0.0,-0.053000000
5279,-Z,-Z,688351,-0.050000000,0.0,-0.050000000
5280,-Z,-Z,688431,-0.052000000,0.0,-0.052000000
5281,-Z,-Z,688512,-0.056000000,0.0,-0.056000000
5282,-Z,-Z,688591,-0.052000000,0.0,-0.052000000
5283,-Z,-Z,688671,-0.057000000,0.0,-0.057000000
5284,-Z,-Z,688752,-0.052000000,0.0,-0.052000000
5285,-Z,-Z,688831,-0.057000000,0.0,-0.057000000
5286,-Z,-Z,688911,-0.052000000,0.0,-0.052000000
5287,-Z,-Z,688992,-0.056000000,0.0,-0.056000000
5288,-Z,-Z,689072,-0.061000000,0.0,-0.061000000
5289,-Z,-Z,689151,-0.061000000,0.0,-0.061000000
5290,-Z,-Z,689231,-0.055000000,0.0,-0.055000000
5291,-Z,-Z,689312,-0.055000000,0.0,-0.055000000
5292,-Z,-Z,689391,-0.061000000,0.0,-0.061000000
5293,-Z,-Z,689471,-0.057000000,0.0,-0.057000000
5294,-Z,-Z,689552,-0.056000000,0.0,-0.056000000
5295,-Z,-Z,689632,-0.057000000,0.0,-0.057000000
5296,-Z,-Z,689711,-0.057000000,0.0,-0.057000000
5297,-Z,-Z,689791,-0.058000000,0.0,-0.058000000
5298,-Z,-Z,689872,-0.056000000,0.0,-0.056000000
5299,-Z,-Z,689951,-0.055000000,0.0,-0.055000000
5300,-Z,-Z,690031,-0.050000000,0.0,-0.050000000
5301,-Z,-Z,690112,-0.057000000,0.0,-0.057000000
5302,-Z,-Z,690192,-0.057000000,0.0,-0.057000000
5303,-Z,-Z,690271,-0.057000000,0.0,-0.057000000
5304,-Z,-Z,690351,-0.055000000,0.0,-0.055000000
5305,-Z,-Z,690432,-0.049000000,0.0,-0.049000000
5306,-Z,-Z,690511,-0.056000000,0.0,-0.056000000
5307,-Z,-Z,690591,-0.052000000,0.0,-0.052000000
5308,-Z,-Z,690672,-0.052000000,0.0,-0.052000000
5309,-Z,-Z,690751,-0.050000000,0.0,-0.050000000
5310,-Z,-Z,690831,-0.055000000,0.0,-0.055000000
5311,-Z,-Z,690912,-0.057000000,0.0,-0.057000000
5312,-Z,-Z,690992,-0.057000000,0.0,-0.057000000
5313,-Z,-Z,691071,-0.056000000,0.0,-0.056000000
5314,-Z,-Z,691151,-0.057000000,0.0,-0.057000000
5315,-Z,-Z,691232,-0.057000000,0.0,-0.057000000
5316,-Z,-Z,691311,-0.061000000,0.0,-0.061000000
5317,-Z,-Z,691391,-0.057000000,0.0,-0.057000000
5318,-Z,-Z,691472,-0.052000000,0.0,-0.052000000
5319,-Z,-Z,691552,-0.055000000,0.0,-0.055000000
5320,-Z,-Z,691631,-0.055000000,0.0,-0.055000000
5321,-Z,-Z,691711,-0.049000000,0.0,-0.049000000
5322,-Z,-Z,691792,-0.052000000,0.0,-0.052000000
5323,-Z,-Z,691871,-0.052000000,0.0,-0.052000000
5324,-Z,-Z,691951,-0.055000000,0.0,-0.055000000
5325,-Z,-Z,692032,-0.050000000,0.0,-0.050000000
5326,-Z,-Z,692112,-0.058000000,0.0,-0.058000000
5327,-Z,-Z,692191,-0.057000000,0.0,-0.057000000
5328,-Z,-Z,692271,-0.057000000,0.0,-0.057000000
5329,-Z,-Z,692352,-0.047000000,0.0,-0.047000000
5330,-Z,-Z,692431,-0.052000000,0.0,-0.052000000
5331,-Z,-Z,692511,-0.052000000,0.0,-0.052000000
5332,-Z,-Z,692592,-0.055000000,0.0,-0.055000000
5333,-Z,-Z,692671,-0.063000000,0.0,-0.063000000
5334,-Z,-Z,692751,-0.050000000,0.0,-0.050000000
5335,-Z,-Z,692831,-0.055000000,0.0,-0.055000000
5336,-Z,-Z,692912,-0.057000000,0.0,-0.057000000
5337,-Z,-Z,692991,-0.056000000,0.0,-0.056000000
5338,-Z,-Z,693071,-0.056000000,0.0,-0.056000000
5339,-Z,-Z,693152,-0.055000000,0.0,-0.055000000
5340,-Z,-Z,693231,-0.055000000,0.0,-0.055000000
5341,-Z,-Z,693311,-0.055000000,0.0,-0.055000000
5342,-Z,-Z,693391,-0.047000000,0.0,-0.047000000
5343,-Z,-Z,693472,-0.049000000,0.0,-0.049000000
5344,-Z,-Z,693551,-0.050000000,0.0,-0.050000000
5345,-Z,-Z,693631,-0.055000000,0.0,-0.055000000
5346,-Z,-Z,693712,-0.055000000,0.0,-0.055000000
5347,-Z,-Z,693791,-0.056000000,0.0,-0.056000000
5348,-Z,-Z,693871,-0.057000000,0.0,-0.057000000
5349,-Z,-Z,693952,-0.050000000,0.0,-0.050000000
5350,-Z,-Z,694032,-0.052000000,0.0,-0.052000000
5351,-Z,-Z,694111,-0.050000000,0.0,-0.050000000
5352,-Z,-Z,694191,-0.056000000,0.0,-0.056000000
5353,-Z,-Z,694272,-0.056000000,0.0,-0.056000000
5354,-Z,-Z,694351,-0.056000000,0.0,-0.056000000
5355,-Z,-Z,694431,-0.055000000,0.0,-0.055000000
5356,-Z,-Z,694512,-0.058000000,0.0,-0.058000000
5357,-Z,-Z,694592,-0.057000000,0.0,-0.057000000
5358,-Z,-Z,694671,-0.063000000,0.0,-0.063000000
5359,-Z,-Z,694752,-0.057000000,0.0,-0.057000000
5360,-Z,-Z,694832,-0.052000000,0.0,-0.052000000
5361,-Z,-Z,694911,-0.050000000,0.0,-0.050000000
5362,-Z,-Z,694991,-0.050000000,0.0,-0.050000000
5363,-Z,-Z,695072,-0.052000000,0.0,-0.052000000
5364,-Z,-Z,695151,-0.052000000,0.0,-0.052000000
5365,-Z,-Z,695231,-0.056000000,0.0,-0.056000000
5366,-Z,-Z,695312,-0.055000000,0.0,-0.055000000
5367,-Z,-Z,695392,-0.055000000,0.0,-0.055000000
5368,-Z,-Z,695471,-0.049000000,0.0,-0.049000000
5369,-Z,-Z,695551,-0.058000000,0.0,-0.058000000
5370,-Z,-Z,695632,-0.055000000,0.0,-0.055000000
5371,-Z,-Z,695711,-0.055000000,0.0,-0.055000000
5372,-Z,-Z,695791,-0.052000000,0.0,-0.052000000
5373,-Z,-Z,695872,-0.057000000,0.0,-0.057000000
5374,-Z,-Z,695952,-0.057000000,0.0,-0.057000000
5375,-Z,-Z,696031,-0.056000000,0.0,-0.056000000
5376,-Z,-Z,696111,-0.058000000,0.0,-0.058000000
5377,-Z,-Z,696192,-0.057000000,0.0,-0.057000000
5378,-Z,-Z,696271,-0.049000000,0.0,-0.049000000
5379,-Z,-Z,696351,-0.053000000,0.0,-0.053000000
5380,-Z,-Z,696432,-0.053000000,0.0,-0.053000000
5381,-Z,-Z,696511,-0.055000000,0.0,-0.055000000
5382,-Z,-Z,696591,-0.061000000,0.0,-0.061000000
5383,-Z,-Z,696672,-0.063000000,0.0,-0.063000000
5384,-Z,-Z,696752,-0.052000000,0.0,-0.052000000
5385,-Z,-Z,696831,-0.052000000,0.0,-0.052000000
5386,-Z,-Z,696911,-0.055000000,0.0,-0.055000000
5387,-Z,-Z,696992,-0.057000000,0.0,-0.057000000
5388,-Z,-Z,697071,-0.053000000,0.0,-0.053000000
5389,-Z,-Z,697151,-0.052000000,0.0,-0.052000000
5390,-Z,-Z,697232,-0.056000000,0.0,-0.056000000
5391,-Z,-Z,697312,-0.052000000,0.0,-0.052000000
5392,-Z,-Z,697391,-0.056000000,0.0,-0.056000000
5393,-Z,-Z,697471,-0.056000000,0.0,-0.056000000
5394,-Z,-Z,697552,-0.052000000,0.0,-0.052000000
5395,-Z,-Z,697631,-0.050000000,0.0,-0.050000000
5396,-Z,-Z,697711,-0.052000000,0.0,-0.052000000
5397,-Z,-Z,697792,-0.056000000,0.0,-0.056000000
5398,-Z,-Z,697871,-0.057000000,0.0,-0.057000000
5399,-Z,-Z,697951,-0.055000000,0.0,-0.055000000
5400,-Z,-Z,698032,-0.056000000,0.0,-0.056000000
5401,-Z,-Z,698112,-0.053000000,0.0,-0.053000000
5402,-Z,-Z,698191,-0.049000000,0.0,-0.049000000
5403,-Z,-Z,698271,-0.050000000,0.0,-0.050000000
5404,-Z,-Z,698352,-0.060000000,0.0,-0.060000000
5405,-Z,-Z,698431,-0.060000000,0.0,-0.060000000
5406,-Z,-Z,698511,-0.057000000,0.0,-0.057000000
5407,-Z,-Z,698592,-0.052000000,0.0,-0.052000000
5408,-Z,-Z,698671,-0.057000000,0.0,-0.057000000
5409,-Z,-Z,698751,-0.057000000,0.0,-0.057000000
5410,-Z,-Z,698832,-0.056000000,0.0,-0.056000000
5411,-Z,-Z,698912,-0.050000000,0.0,-0.050000000
5412,-Z,-Z,698991,-0.061000000,0.0,-0.061000000
5413,-Z,-Z,699071,-0.057000000,0.0,-0.057000000
5414,-Z,-Z,699152,-0.057000000,0.0,-0.057000000
5415,-Z,-Z,699231,-0.065000000,0.0,-0.065000000
5416,-Z,-Z,699311,-0.052000000,0.0,-0.052000000
5417,-Z,-Z,699392,-0.055000000,0.0,-0.055000000
5418,-Z,-Z,699472,-0.055000000,0.0,-0.055000000
5419,-Z,-Z,699551,-0.057000000,0.0,-0.057000000
5420,-Z,-Z,699631,-0.063000000,0.0,-0.063000000
5421,-Z,-Z,699712,-0.057000000,0.0,-0.057000000
5422,-Z,-Z,699791,-0.053000000,0.0,-0.053000000
5423,-Z,-Z,699871,-0.056000000,0.0,-0.056000000
5424,-Z,-Z,699952,-0.057000000,0.0,-0.057000000
5425,-Z,-Z,700032,-0.057000000,0.0,-0.057000000
5426,-Z,-Z,700111,-0.056000000,0.0,-0.056000000
5427,-Z,-Z,700191,-0.057000000,0.0,-0.057000000
5428,-Z,-Z,700272,-0.057000000,0.0,-0.057000000
5429,-Z,-Z,700351,-0.052000000,0.0,-0.052000000
5430,-Z,-Z,700431,-0.055000000,0.0,-0.055000000
5431,-Z,-Z,700512,-0.055000000,0.0,-0.055000000
5432,-Z,-Z,700592,-0.056000000,0.0,-0.056000000
5433,-Z,-Z,700671,-0.056000000,0.0,-0.056000000
5434,-Z,-Z,700751,-0.052000000,0.0,-0.052000000
5435,-Z,-Z,700832,-0.055000000,0.0,-0.055000000
5436,-Z,-Z,700911,-0.053000000,0.0,-0.053000000
5437,-Z,-Z,700991,-0.053000000,0.0,-0.053000000
5438,-Z,-Z,701072,-0.052000000,0.0,-0.052000000
5439,-Z,-Z,701152,-0.055000000,0.0,-0.055000000
5440,-Z,-Z,701231,-0.052000000,0.0,-0.052000000
5441,-Z,-Z,701311,-0.064000000,0.0,-0.064000000
5442,-Z,-Z,701392,-0.058000000,0.0,-0.058000000
5443,-Z,-Z,701471,-0.049000000,0.0,-0.049000000
5444,-Z,-Z,701551,-0.049000000,0.0,-0.049000000
5445,-Z,-Z,701632,-0.050000000,0.0,-0.050000000
5446,-Z,-Z,701711,-0.057000000,0.0,-0.057000000
5447,-Z,-Z,701791,-0.056000000,0.0,-0.056000000
5448,-Z,-Z,701872,-0.055000000,0.0,-0.055000000
5449,-Z,-Z,701952,-0.053000000,0.0,-0.053000000
5450,-Z,-Z,702031,-0.060000000,0.0,-0.060000000
5451,-Z,-Z,702111,-0.056000000,0.0,-0.056000000
5452,-Z,-Z,702192,-0.052000000,0.0,-0.052000000
5453,-Z,-Z,702271,-0.055000000,0.0,-0.055000000
5454,-Z,-Z,702351,-0.056000000,0.0,-0.056000000
5455,-Z,-Z,702432,-0.052000000,0.0,-0.052000000
5456,-Z,-Z,702512,-0.052000000,0.0,-0.052000000
5457,-Z,-Z,702591,-0.052000000,0.0,-0.052000000
5458,-Z,-Z,702671,-0.063000000,0.0,-0.063000000
5459,-Z,-Z,702752,-0.055000000,0.0,-0.055000000
5460,-Z,-Z,702831,-0.055000000,0.0,-0.055000000
5461,-Z,-Z,702911,-0.053000000,0.0,-0.053000000
5462,-Z,-Z,702992,-0.050000000,0.0,-0.050000000
5463,-Z,-Z,703072,-0.052000000,0.0,-0.052000000
5464,-Z,-Z,703151,-0.056000000,0.0,-0.056000000
5465,-Z,-Z,703231,-0.058000000,0.0,-0.058000000
5466,-Z,-Z,703312,-0.061000000,0.0,-0.061000000
5467,-Z,-Z,703391,-0.057000000,0.0,-0.057000000
5468,-Z,-Z,703471,-0.057000000,0.0,-0.057000000
5469,-Z,-Z,703552,-0.057000000,0.0,-0.057000000
5470,-Z,-Z,703631,-0.057000000,0.0,-0.057000000
5471,-Z,-Z,703711,-0.056000000,0.0,-0.056000000
5472,-Z,-Z,703792,-0.057000000,0.0,-0.057000000
5473,-Z,-Z,703872,-0.052000000,0.0,-0.052000000
5474,-Z,-Z,703951,-0.049000000,0.0,-0.049000000
5475,-Z,-Z,704031,-0.055000000,0.0,-0.055000000
5476,-Z,-Z,704112,-0.055000000,0.0,-0.055000000
5477,-Z,-Z,704191,-0.058000000,0.0,-0.058000000
5478,-Z,-Z,704271,-0.057000000,0.0,-0.057000000
5479,-Z,-Z,704352,-0.055000000,0.0,-0.055000000
5480,-Z,-Z,704432,-0.056000000,0.0,-0.056000000
5481,-Z,-Z,704511,-0.053000000,0.0,-0.053000000
5482,-Z,-Z,704592,-0.049000000,0.0,-0.049000000
5483,-Z,-Z,704672,-0.049000000,0.0,-0.049000000
5484,-Z,-Z,704751,-0.053000000,0.0,-0.053000000
5485,-Z,-Z,704831,-0.060000000,0.0,-0.060000000
5486,-Z,-Z,704912,-0.060000000,0.0,-0.060000000
5487,-Z,-Z,704991,-0.056000000,0.0,-0.056000000
5488,-Z,-Z,705071,-0.052000000,0.0,-0.052000000
5489,-Z,-Z,705152,-0.057000000,0.0,-0.057000000
5490,-Z,-Z,705232,-0.055000000,0.0,-0.055000000
5491,-Z,-Z,705311,-0.057000000,0.0,-0.057000000
5492,-Z,-Z,705391,-0.055000000,0.0,-0.055000000
